"","subtype","VR1.lower","VR1.upper","VR2.lower","VR2.upper","VR3.lower","VR3.upper","VR4.lower","VR4.upper","VR5.lower","VR5.upper"
"1","01_AE",0.0494696646227087,0.0694879392449705,0.0474659341999402,0.0660993245245896,0.00155589293018594,0.00405330017807678,0.0141367056388169,0.021495246600431,0.0192592641679617,0.028280345066866
"2","02_AG",0.0222211390697967,0.0417353351602967,0.0249333723661663,0.0469326804299952,0.00307815530165272,0.00887328524284779,0.0201065326079913,0.0379011440772314,0.00556380420157186,0.0132383592704595
"3","A1",0.018233347757307,0.0302774225475703,0.0309731802408687,0.0516822756467478,0.00255868299461785,0.00633397698821036,0.0177721646470835,0.0295758845137907,0.00539774309041088,0.010756204809662
"4","A6",0.0561322339148439,0.125154847787763,0.0503199997175159,0.117925250678301,0.00318405998589499,0.018283368897137,0.028703907647892,0.0693600791506256,0.0012240530481809,0.0128064886893652
"5","BC",0.0228870481278822,0.0537412011044996,0.0744858451776884,0.292190177523584,0,0,0.0269474098960038,0.0621158642143242,0.0206016380200048,0.0502510156991254
"6","B",0.0242439450706533,0.0287987118856913,0.0155924231091089,0.0185311280526596,0.00207626954012015,0.00287787457013732,0.0153480151913027,0.0182003213584471,0.0140849507986152,0.0167414719697972
"7","C",0.0323324534085124,0.0396119085858609,0.0365840190008451,0.0450814633271902,0.00358201050382272,0.00522958102402494,0.0159191546709057,0.0198831282925262,0.0159473687707724,0.019937023253568
"8","D",0.0257019645089135,0.0504875917170603,0.025581505558321,0.0517739867387582,0.00419100165471122,0.0126050659162022,0.0147742978395476,0.0309949447724773,0.00900021186271341,0.0211036508220046
"9","F1",0.0197603066812747,0.058534347539191,0.0107440500216162,0.0366396562110446,0,0,0.000358941323669305,0.00654558516228007,0.00666054187156671,0.0266182949436325
